rider_id,rider_name,city,vehicle_type,experience_years,joining_year,shift_type
D02055,Chanakya Kata,Bangalore,Scooter,1,2022,Night
D02056,Caleb Shenoy,Hyderabad,Bike,3,2023,Morning
D02057,Yutika Karpe,Bangalore,Bike,7,2020,Morning
D02058,Ryan Wali,Bangalore,Scooter,8,2025,Afternoon
D02059,Chavvi Radhakrishnan,Hyderabad,Bike,1,2020,Afternoon
D02060,Finn Baral,Bangalore,Bike,5,2024,Morning
D02061,Nathaniel Deshmukh,Vijayawada,Bike,4,2025,Night
D02062,Saksham Narayanan,Bangalore,Bike,1,2022,Morning
D02063,Gaurangi Srivastava,Vijayawada,Bike,2,2022,Night
D02064,Omaja Pal,Bangalore,Scooter,5,2025,Night
D02065,Advik Sankar,Hyderabad,Scooter,4,2023,Evening
D02066,Faqid Gour,Bangalore,Bike,0,2023,Evening
D02067,Prisha Walla,Chennai,Bike,1,2026,Morning
D02068,Nirja Kalla,Hyderabad,Bike,1,2021,Evening
D02069,Jagvi Munshi,Chennai,Scooter,1,2026,Evening
D02070,Rayaan Agarwal,Bangalore,Bike,6,2026,Afternoon
D02071,Priya Dada,Chennai,Bike,1,2020,Morning
D02072,Umang Panchal,Bangalore,Bike,4,2020,Night
D02073,Kevin Bhandari,Vijayawada,Bike,8,2024,Morning
D02074,Finn Mandal,Vijayawada,Bike,6,2022,Evening
D02075,Tristan Shah,Coimbatore,Scooter,4,2021,Afternoon
D02076,Rachit Chakraborty,Chennai,Scooter,5,2021,Afternoon
D02077,Anjali Arya,Chennai,Bike,1,2021,Night
D02078,Kamala Comar,Coimbatore,Bike,0,2020,Night
D02079,Shravya Chad,Bangalore,Bike,3,2024,Evening
D02080,Panini Bhatti,Chennai,Scooter,7,2020,Morning
D02081,Jairaj Chhabra,Hyderabad,Bike,7,2026,Morning
D02082,Sneha Luthra,Bangalore,Bike,7,2026,Evening
D02083,Karan Ghosh,Hyderabad,Scooter,1,2024,Morning
D02084,Anita Bhat,Bangalore,Bike,7,2020,Evening
D02085,Dayamai Chaudhuri,Coimbatore,Scooter,6,2024,Afternoon
D02086,Rajata Srivastava,Hyderabad,Scooter,6,2021,Afternoon
D02087,Aachal Banerjee,Vijayawada,Bike,1,2024,Afternoon
D02088,Jonathan Ramesh,Bangalore,Bike,4,2021,Morning
D02089,Udarsh Mander,Hyderabad,Scooter,8,2020,Afternoon
D02090,Netra Sama,Chennai,Bike,3,2020,Evening
D02091,Wahab Puri,Bangalore,Scooter,6,2024,Night
D02092,Zehaan Hari,Bangalore,Bike,1,2022,Morning
D02093,Azaan Hayre,Chennai,Bike,0,2024,Evening
D02094,Hredhaan Dash,Hyderabad,Bike,0,2021,Morning
D02095,Divya Date,Bangalore,Scooter,5,2022,Morning
D02096,Vanya Andra,Chennai,Scooter,2,2025,Morning
D02097,Yashodhara Chada,Hyderabad,Scooter,0,2024,Morning
D02098,Leela Krishnan,Chennai,Scooter,2,2022,Afternoon
D02099,Girik Madan,Coimbatore,Bike,8,2025,Evening
D02100,Maya Menon,Chennai,Bike,3,2023,Night
D02101,Fiyaz Prabhu,Chennai,Bike,3,2023,Evening
D02102,Ishita Dar,Bangalore,Scooter,8,2025,Evening
D02103,Naveen Dewan,Vijayawada,Scooter,8,2020,Evening
D02104,Aahana Madan,Hyderabad,Bike,7,2020,Night
D02105,Hiral Varma,Hyderabad,Scooter,5,2021,Night
D02106,Wriddhish Keer,Bangalore,Scooter,7,2022,Morning
D02107,Hamsini Kothari,Chennai,Bike,6,2020,Morning
D02108,Jatin Padmanabhan,Hyderabad,Bike,6,2024,Evening
D02109,Damyanti Bhatia,Bangalore,Bike,0,2026,Evening
D02110,Amrita Khurana,Vijayawada,Scooter,8,2021,Night
D02111,Vaishnavi Hayer,Hyderabad,Scooter,2,2023,Morning
D02112,Eshana Gandhi,Chennai,Scooter,3,2020,Night
D02113,Watika Arora,Bangalore,Scooter,2,2025,Afternoon
D02114,Frado Yadav,Bangalore,Scooter,3,2021,Morning
D02115,Gopal Sachar,Bangalore,Bike,7,2022,Night
D02116,Anvi Sibal,Bangalore,Bike,5,2026,Night
D02117,Mekhala Pall,Coimbatore,Bike,3,2020,Night
D02118,Gautami Handa,Bangalore,Bike,3,2024,Afternoon
D02119,Udant Hegde,Coimbatore,Scooter,0,2026,Afternoon
D02120,Gabriel Krishnan,Chennai,Bike,7,2025,Afternoon
D02121,Jairaj Deep,Hyderabad,Bike,5,2024,Evening
D02122,Kritika Nagi,Chennai,Bike,5,2021,Afternoon
D02123,Maanav Badal,Bangalore,Bike,3,2022,Night
D02124,Orinder Bhatia,Bangalore,Scooter,6,2020,Night
D02125,Chandani Zachariah,Coimbatore,Bike,2,2025,Morning
D02126,Indrajit Palla,Vijayawada,Bike,3,2020,Afternoon
D02127,Orinder Barad,Bangalore,Scooter,1,2025,Afternoon
D02128,Pooja Lal,Chennai,Bike,2,2021,Morning
D02129,Jacob Borra,Bangalore,Bike,8,2021,Morning
D02130,Unnati Pradhan,Bangalore,Bike,6,2022,Afternoon
D02131,Liam Deshpande,Chennai,Bike,8,2023,Morning
D02132,Zaitra Magar,Bangalore,Bike,1,2021,Morning
D02133,Udant Parekh,Chennai,Bike,8,2020,Morning
D02134,Brijesh Batta,Coimbatore,Bike,6,2026,Morning
D02135,Balveer Chakrabarti,Hyderabad,Bike,1,2022,Afternoon
D02136,Baljiwan Buch,Bangalore,Bike,3,2025,Evening
D02137,Hema Bains,Chennai,Scooter,6,2026,Evening
D02138,Edhitha Dhar,Bangalore,Scooter,1,2026,Evening
D02139,Chanchal Dixit,Chennai,Scooter,1,2026,Evening
D02140,Omya Gill,Bangalore,Bike,5,2021,Morning
D02141,Vrinda Bahl,Chennai,Scooter,7,2024,Evening
D02142,Madhavi Mitra,Bangalore,Scooter,3,2025,Morning
D02143,Warda Tandon,Hyderabad,Scooter,3,2024,Morning
D02144,Abhimanyu Bawa,Hyderabad,Scooter,4,2025,Afternoon
D02145,Jacob Contractor,Bangalore,Scooter,5,2023,Morning
D02146,Maya Devan,Hyderabad,Scooter,1,2024,Evening
D02147,Ladli Saini,Bangalore,Scooter,4,2025,Evening
D02148,Harita Dara,Chennai,Scooter,8,2026,Night
D02149,Guneet Kalla,Hyderabad,Scooter,5,2020,Morning
D02150,Watika Kalla,Coimbatore,Bike,8,2024,Night
D02151,Edhitha Dhaliwal,Chennai,Bike,8,2020,Evening
D02152,Peter Chokshi,Bangalore,Bike,1,2021,Night
D02153,Nidhi Nazareth,Chennai,Bike,3,2022,Morning
D02154,Ekaraj Doshi,Hyderabad,Bike,5,2025,Night
D02155,Lohit Chokshi,Coimbatore,Bike,1,2020,Evening
D02156,Advik Kunda,Hyderabad,Bike,6,2024,Night
D02157,Teerth Raman,Coimbatore,Scooter,8,2022,Afternoon
D02158,Upma Iyer,Hyderabad,Scooter,1,2026,Afternoon
D02159,Dominic Verma,Coimbatore,Bike,7,2023,Night
D02160,Tanvi Ram,Chennai,Bike,2,2024,Evening
D02161,Kashvi Kalla,Bangalore,Scooter,1,2021,Night
D02162,Xavier Dubey,Hyderabad,Bike,0,2022,Morning
D02163,Xavier Badami,Bangalore,Bike,7,2022,Morning
D02164,Jai Gulati,Coimbatore,Scooter,0,2023,Evening
D02165,Baljiwan D’Alia,Vijayawada,Bike,8,2023,Afternoon
D02166,Nakul Mitra,Coimbatore,Bike,4,2024,Morning
D02167,Balendra Banik,Bangalore,Bike,0,2026,Morning
D02168,Wyatt Tank,Chennai,Scooter,2,2023,Night
D02169,Pahal Nanda,Chennai,Scooter,4,2021,Morning
D02170,Kala Nadkarni,Bangalore,Bike,3,2023,Night
D02171,Agastya Sani,Chennai,Bike,7,2021,Night
D02172,Rohan Kale,Bangalore,Bike,8,2022,Afternoon
D02173,Udarsh Golla,Hyderabad,Scooter,5,2025,Afternoon
D02174,Vihaan Lal,Chennai,Bike,4,2022,Afternoon
D02175,Anusha Sibal,Bangalore,Scooter,8,2026,Morning
D02176,Amaira Gokhale,Bangalore,Bike,3,2020,Evening
D02177,Anita Sarna,Bangalore,Bike,1,2020,Morning
D02178,Dalaja Gokhale,Bangalore,Scooter,5,2024,Morning
D02179,Vrishti Bumb,Bangalore,Scooter,7,2020,Evening
D02180,Laban Kota,Bangalore,Bike,4,2026,Evening
D02181,Aadi Parsa,Coimbatore,Bike,3,2024,Afternoon
D02182,Manya Nigam,Vijayawada,Bike,1,2025,Evening
D02183,Bhanumati Baral,Coimbatore,Bike,2,2022,Night
D02184,Forum Sekhon,Bangalore,Bike,1,2023,Afternoon
D02185,Anthony D’Alia,Chennai,Bike,1,2023,Evening
D02186,Saksham Bhatt,Coimbatore,Bike,7,2026,Night
D02187,Aashi Manda,Chennai,Scooter,2,2021,Night
D02188,Gavin Dayal,Chennai,Bike,1,2020,Morning
D02189,Urishilla Pillay,Vijayawada,Bike,2,2023,Afternoon
D02190,Pooja Walia,Vijayawada,Bike,7,2020,Evening
D02191,Manbir Datta,Hyderabad,Scooter,7,2025,Evening
D02192,Manbir Lal,Bangalore,Scooter,1,2022,Night
D02193,Reyansh Lal,Chennai,Bike,1,2026,Morning
D02194,Indali Sathe,Hyderabad,Bike,1,2025,Night
D02195,Ekansh Narang,Bangalore,Bike,1,2023,Night
D02196,Eshana Trivedi,Chennai,Scooter,2,2025,Afternoon
D02197,Hamsini Khatri,Hyderabad,Scooter,5,2024,Night
D02198,Chaaya Bahl,Chennai,Scooter,4,2020,Night
D02199,Rushil Dyal,Chennai,Scooter,1,2023,Afternoon
D02200,Unni Kannan,Vijayawada,Scooter,1,2023,Night
D02201,Lakshit Bansal,Bangalore,Bike,5,2024,Evening
D02202,Christopher Sachar,Vijayawada,Bike,2,2023,Evening
D02203,Meghana Nigam,Bangalore,Bike,5,2025,Night
D02204,Qabil Sandal,Hyderabad,Scooter,7,2022,Evening
D02205,Nitesh Aggarwal,Bangalore,Scooter,0,2026,Night
D02206,Darpan Bhandari,Chennai,Bike,1,2020,Evening
D02207,Sanaya Karan,Bangalore,Bike,6,2025,Afternoon
D02208,Yadavi Sarraf,Coimbatore,Scooter,8,2024,Morning
D02209,Logan Garde,Bangalore,Bike,3,2021,Evening
D02210,Daksh Dayal,Bangalore,Scooter,4,2026,Morning
D02211,Suhani Sanghvi,Bangalore,Bike,0,2023,Night
D02212,Anika Som,Chennai,Scooter,2,2024,Evening
D02213,Vamakshi Mishra,Chennai,Bike,8,2026,Evening
D02214,Prisha Bhatt,Chennai,Bike,4,2020,Afternoon
D02215,Nathan Mittal,Chennai,Bike,2,2020,Afternoon
D02216,Eshana Nigam,Hyderabad,Bike,0,2023,Night
D02217,Yashasvi Mukherjee,Hyderabad,Bike,8,2024,Morning
D02218,Girik Thakkar,Coimbatore,Bike,6,2025,Afternoon
D02219,Jonathan Chada,Bangalore,Scooter,8,2024,Morning
D02220,Mohini Keer,Hyderabad,Bike,0,2021,Evening
D02221,Yasti Rajagopal,Bangalore,Bike,2,2022,Afternoon
D02222,Bimala Parikh,Chennai,Scooter,2,2026,Evening
D02223,Warhi Baral,Bangalore,Scooter,5,2024,Afternoon
D02224,Vritti Dhingra,Bangalore,Scooter,8,2026,Morning
D02225,Shivansh Ahluwalia,Hyderabad,Bike,4,2023,Evening
D02226,Ladli Thaman,Hyderabad,Bike,2,2023,Evening
D02227,Wyatt Thakkar,Coimbatore,Bike,1,2020,Evening
D02228,Amrita Atwal,Chennai,Bike,2,2020,Morning
D02229,Shivani Mallick,Chennai,Scooter,3,2023,Night
D02230,Quincy Kade,Coimbatore,Scooter,3,2024,Afternoon
D02231,Sai Mohanty,Vijayawada,Bike,4,2025,Night
D02232,Ojas Hans,Coimbatore,Scooter,4,2023,Evening
D02233,Anya Bath,Hyderabad,Scooter,1,2020,Morning
D02234,Vanya Ramachandran,Bangalore,Bike,4,2025,Afternoon
D02235,Nathan Parmer,Bangalore,Scooter,4,2024,Morning
D02236,Gauri Guha,Hyderabad,Bike,4,2025,Afternoon
D02237,Chandran Contractor,Bangalore,Scooter,2,2021,Night
D02238,Noah Subramaniam,Bangalore,Bike,3,2026,Evening
D02239,Kalpit Singhal,Chennai,Scooter,3,2025,Night
D02240,Maya Sule,Coimbatore,Bike,6,2020,Afternoon
D02241,Udarsh Wali,Bangalore,Bike,8,2020,Night
D02242,Lopa Rajan,Chennai,Bike,8,2023,Night
D02243,Avi Kapur,Bangalore,Scooter,1,2023,Morning
D02244,Isha Kumar,Chennai,Bike,0,2021,Morning
D02245,Xiti Dey,Bangalore,Bike,6,2020,Night
D02246,Warjas Chacko,Bangalore,Scooter,3,2024,Afternoon
D02247,Mekhala Kibe,Bangalore,Scooter,1,2023,Night
D02248,Ladli Datta,Bangalore,Scooter,2,2025,Evening
D02249,Jacob Mahajan,Vijayawada,Scooter,7,2025,Night
D02250,Warda Manne,Hyderabad,Scooter,0,2021,Afternoon
D02251,Pavani Mitter,Coimbatore,Bike,5,2023,Night
D02252,Niharika Shetty,Bangalore,Scooter,3,2020,Afternoon
D02253,Jeet Toor,Chennai,Scooter,6,2026,Evening
D02254,Ojas Subramanian,Chennai,Scooter,2,2022,Evening
D02255,Veer Vora,Hyderabad,Scooter,6,2020,Morning
D02256,Rushil Shan,Coimbatore,Scooter,5,2025,Night
D02257,Ekansh Sane,Bangalore,Scooter,0,2024,Night
D02258,Eesha Lata,Coimbatore,Scooter,3,2022,Evening
D02259,Ekapad Purohit,Coimbatore,Bike,1,2023,Night
D02260,Aarav Ranganathan,Vijayawada,Scooter,0,2024,Evening
D02261,Xalak Yogi,Bangalore,Bike,7,2026,Night
D02262,Zayyan Nazareth,Chennai,Scooter,5,2022,Night
D02263,Priya Salvi,Vijayawada,Bike,1,2024,Night
D02264,Owen Varty,Chennai,Bike,1,2026,Morning
D02265,Ranbir Kapadia,Hyderabad,Bike,2,2020,Evening
D02266,Vrinda Raja,Coimbatore,Scooter,5,2020,Morning
D02267,Dalaja Barad,Hyderabad,Scooter,2,2025,Night
D02268,Imaran Keer,Vijayawada,Bike,6,2022,Afternoon
D02269,Yashvi Anne,Bangalore,Scooter,7,2022,Afternoon
D02270,Aryan Kade,Hyderabad,Bike,4,2021,Morning
D02271,Girindra Banerjee,Chennai,Bike,4,2026,Morning
D02272,Kiaan Mand,Bangalore,Scooter,3,2024,Evening
D02273,Jatin Choudhary,Chennai,Scooter,8,2020,Evening
D02274,Aashi Brar,Hyderabad,Scooter,5,2024,Afternoon
D02275,Ayaan Mutti,Coimbatore,Bike,3,2022,Morning
D02276,Aahana Ramaswamy,Bangalore,Scooter,8,2022,Morning
D02277,Aryan Prakash,Bangalore,Bike,0,2022,Night
D02278,Kiaan Bhakta,Hyderabad,Bike,8,2024,Afternoon
D02279,Tanvi Venkatesh,Hyderabad,Bike,3,2023,Evening
D02280,Aashi Hayer,Hyderabad,Scooter,7,2020,Afternoon
D02281,Charan Kulkarni,Vijayawada,Bike,0,2026,Afternoon
D02282,Upasna Borde,Vijayawada,Scooter,0,2020,Morning
D02283,Bhavya Sama,Vijayawada,Scooter,1,2026,Afternoon
D02284,Kiaan Sunder,Bangalore,Bike,0,2024,Night
D02285,Ojas Pathak,Coimbatore,Scooter,5,2020,Night
D02286,Mitali Hari,Coimbatore,Scooter,0,2023,Afternoon
D02287,Yasti Divan,Chennai,Scooter,8,2023,Night
D02288,Ridhi Choudhry,Chennai,Bike,6,2025,Night
D02289,Bimala Kapoor,Vijayawada,Scooter,1,2024,Morning
D02290,Devika Dyal,Vijayawada,Bike,4,2021,Morning
D02291,Imaran Tella,Hyderabad,Scooter,7,2020,Morning
D02292,Urvashi Loyal,Bangalore,Scooter,5,2021,Night
D02293,Riya Mukherjee,Hyderabad,Bike,6,2024,Evening
D02294,Kevin Sampath,Bangalore,Bike,5,2023,Morning
D02295,Jack Chanda,Bangalore,Bike,5,2026,Morning
D02296,Turvi Bora,Hyderabad,Bike,4,2022,Morning
D02297,Alka Sami,Chennai,Scooter,5,2024,Night
D02298,Bhavna Edwin,Bangalore,Scooter,1,2020,Morning
D02299,Gunbir Vyas,Bangalore,Scooter,0,2020,Night
D02300,Hema Srivastava,Chennai,Scooter,6,2020,Morning
D02301,Caleb Sidhu,Bangalore,Scooter,7,2026,Afternoon
D02302,Urvi Vaidya,Chennai,Scooter,3,2022,Morning
D02303,Siya Nagy,Vijayawada,Scooter,2,2021,Morning
D02304,Qadim Kashyap,Vijayawada,Bike,7,2026,Morning
D02305,Finn Rout,Bangalore,Bike,0,2021,Morning
D02306,Kamya Rajagopal,Chennai,Bike,0,2021,Night
D02307,Dominic Sathe,Bangalore,Scooter,2,2024,Morning
D02308,Geetika Uppal,Hyderabad,Bike,1,2020,Afternoon
D02309,Gopal Memon,Coimbatore,Scooter,6,2025,Evening
D02310,Nitara Shankar,Hyderabad,Scooter,1,2023,Night
D02311,Manan Sengupta,Hyderabad,Bike,4,2022,Night
D02312,Nilima Bahl,Bangalore,Bike,8,2021,Afternoon
D02313,Owen Walia,Chennai,Bike,2,2023,Morning
D02314,Hredhaan Saini,Hyderabad,Bike,8,2023,Night
D02315,Unni Arya,Bangalore,Scooter,7,2024,Morning
D02316,Wridesh Mander,Bangalore,Bike,8,2026,Afternoon
D02317,Avi Brahmbhatt,Bangalore,Bike,6,2021,Evening
D02318,Mitesh Badal,Chennai,Scooter,6,2023,Morning
D02319,William Mital,Bangalore,Bike,5,2026,Afternoon
D02320,Jalsa Wali,Hyderabad,Bike,5,2025,Evening
D02321,Falan Manda,Vijayawada,Scooter,2,2020,Afternoon
D02322,Faraj Pai,Vijayawada,Bike,8,2023,Night
D02323,Aarini Shetty,Coimbatore,Bike,5,2025,Morning
D02324,Aditya Mall,Bangalore,Scooter,3,2021,Evening
D02325,Hitesh Venkataraman,Bangalore,Scooter,5,2024,Evening
D02326,Raagini Gara,Bangalore,Scooter,1,2025,Night
D02327,Kamala Wadhwa,Coimbatore,Scooter,2,2024,Night
D02328,Liam Sodhi,Chennai,Bike,3,2021,Night
D02329,Upasna Sehgal,Coimbatore,Scooter,0,2024,Afternoon
D02330,Hredhaan Madan,Bangalore,Bike,5,2025,Afternoon
D02331,Manthan Aggarwal,Chennai,Scooter,4,2024,Evening
D02332,Zaitra Savant,Coimbatore,Scooter,2,2023,Evening
D02333,Aryan Ray,Bangalore,Scooter,8,2023,Afternoon
D02334,Avni Mistry,Vijayawada,Scooter,7,2025,Morning
D02335,Widisha Mohan,Chennai,Bike,5,2020,Afternoon
D02336,Harish Rana,Bangalore,Scooter,1,2020,Evening
D02337,Garima Nazareth,Bangalore,Bike,2,2026,Evening
D02338,Onkar Dutt,Bangalore,Scooter,6,2021,Morning
D02339,Aarav Rajagopalan,Chennai,Bike,8,2026,Morning
D02340,Ishaan Swaminathan,Hyderabad,Scooter,1,2026,Morning
D02341,Tara Bala,Coimbatore,Scooter,6,2022,Evening
D02342,Harita Mangal,Coimbatore,Bike,2,2026,Afternoon
D02343,Yashasvi Upadhyay,Vijayawada,Bike,2,2025,Morning
D02344,Vrinda Mody,Chennai,Scooter,1,2024,Morning
D02345,Jai Roy,Chennai,Scooter,2,2023,Night
D02346,Timothy Aurora,Chennai,Bike,2,2022,Evening
D02347,Bhavini Choudhary,Chennai,Scooter,2,2020,Night
D02348,Faris Sankar,Hyderabad,Scooter,2,2020,Night
D02349,Amruta Murty,Hyderabad,Bike,7,2026,Morning
D02350,Vivaan Shankar,Bangalore,Bike,5,2023,Night
D02351,Warhi Walla,Vijayawada,Scooter,4,2021,Evening
D02352,Guneet Hayre,Coimbatore,Bike,8,2021,Evening
D02353,Yagnesh Balakrishnan,Coimbatore,Bike,7,2023,Evening
D02354,William Oza,Chennai,Scooter,0,2021,Morning
D02355,Chanchal D’Alia,Coimbatore,Bike,4,2021,Afternoon
D02356,Bakhshi Khalsa,Coimbatore,Scooter,7,2021,Night
D02357,Tarak Hegde,Chennai,Scooter,5,2026,Morning
D02358,Daksh Chanda,Hyderabad,Bike,0,2023,Afternoon
D02359,Ayaan Natarajan,Bangalore,Scooter,7,2021,Night
D02360,Tarak Sha,Chennai,Scooter,7,2026,Morning
D02361,Charvi Sekhon,Coimbatore,Scooter,3,2020,Afternoon
D02362,Lucky Dhar,Bangalore,Scooter,0,2026,Afternoon
D02363,Jyoti Patla,Hyderabad,Bike,1,2024,Night
D02364,Omkaar Sem,Bangalore,Bike,6,2026,Night
D02365,Dhruv Barad,Bangalore,Scooter,3,2020,Morning
D02366,Lohit Suri,Bangalore,Bike,0,2020,Evening
D02367,Neel Rajagopal,Coimbatore,Scooter,1,2026,Night
D02368,Ridhi Doshi,Coimbatore,Bike,6,2022,Afternoon
D02369,Ekaja Lad,Chennai,Scooter,4,2024,Afternoon
D02370,Vamakshi Chand,Chennai,Bike,1,2020,Evening
D02371,Indira Misra,Chennai,Scooter,1,2024,Morning
D02372,Imaran Nagar,Hyderabad,Bike,8,2024,Morning
D02373,Banjeet Venkatesh,Bangalore,Bike,4,2022,Afternoon
D02374,Siya Gola,Hyderabad,Bike,7,2020,Morning
D02375,Fiyaz Chacko,Vijayawada,Scooter,7,2024,Morning
D02376,Rajata Shan,Chennai,Scooter,4,2022,Night
D02377,Zarna Bal,Chennai,Scooter,7,2023,Afternoon
D02378,Ubika Rege,Hyderabad,Scooter,8,2026,Evening
D02379,Rudra Balakrishnan,Hyderabad,Bike,8,2026,Afternoon
D02380,Lipika Basak,Bangalore,Scooter,8,2024,Morning
D02381,Yashasvi Rajan,Bangalore,Scooter,4,2021,Night
D02382,Hardik Hari,Coimbatore,Bike,3,2025,Morning
D02383,Laksh Kala,Chennai,Scooter,3,2023,Morning
D02384,Zilmil Gandhi,Bangalore,Scooter,1,2020,Afternoon
D02385,Ranbir Naik,Chennai,Bike,4,2026,Night
D02386,Veda Pingle,Vijayawada,Scooter,1,2025,Morning
D02387,Dominic Chaudry,Chennai,Scooter,5,2021,Morning
D02388,Vrinda Mahal,Vijayawada,Bike,6,2024,Evening
D02389,Falan Sachar,Chennai,Scooter,5,2020,Night
D02390,Qadim Khanna,Bangalore,Scooter,6,2023,Morning
D02391,Sara Morar,Vijayawada,Bike,2,2025,Afternoon
D02392,Kashish Dutta,Hyderabad,Bike,4,2020,Night
D02393,Aryan Taneja,Chennai,Scooter,2,2023,Afternoon
D02394,Om Prasad,Chennai,Bike,0,2020,Afternoon
D02395,Vinaya Ghose,Chennai,Scooter,3,2026,Evening
D02396,Siddharth Chaudry,Coimbatore,Bike,8,2020,Afternoon
D02397,Akshay Kota,Hyderabad,Scooter,6,2021,Evening
D02398,Aarav Ratti,Bangalore,Bike,3,2025,Evening
D02399,Benjamin Mitra,Hyderabad,Scooter,5,2025,Evening
D02400,Dev Tak,Chennai,Bike,3,2023,Night
D02401,Chameli Mander,Vijayawada,Bike,3,2023,Afternoon
D02402,Om Subramaniam,Coimbatore,Scooter,6,2022,Morning
D02403,Bishakha Shere,Hyderabad,Bike,6,2025,Evening
D02404,Chaman Tailor,Vijayawada,Bike,3,2022,Evening
D02405,Lucky Dhawan,Coimbatore,Bike,7,2020,Evening
D02406,Samar Ahluwalia,Hyderabad,Scooter,3,2026,Afternoon
D02407,Vritti Devi,Chennai,Scooter,5,2026,Night
D02408,Mitali Chad,Bangalore,Scooter,5,2022,Afternoon
D02409,Chaitaly Kamdar,Chennai,Scooter,2,2024,Afternoon
D02410,Nihal Bhattacharyya,Bangalore,Bike,3,2021,Night
D02411,Urmi Dhaliwal,Hyderabad,Bike,8,2022,Night
D02412,Sudiksha Rajagopal,Bangalore,Bike,0,2021,Evening
D02413,Ishwar Sampath,Coimbatore,Scooter,6,2021,Night
D02414,Dhriti Sarkar,Chennai,Scooter,3,2023,Afternoon
D02415,Azad Gulati,Bangalore,Bike,0,2021,Afternoon
D02416,Arin Nagar,Hyderabad,Scooter,8,2024,Morning
D02417,Hitesh Pandya,Bangalore,Bike,8,2021,Night
D02418,Chanchal Prasad,Coimbatore,Bike,7,2025,Morning
D02419,Yashvi Mangal,Hyderabad,Bike,3,2023,Afternoon
D02420,Neelima Kara,Coimbatore,Bike,3,2020,Afternoon
D02421,Warda Gade,Hyderabad,Scooter,3,2025,Night
D02422,Balhaar Kuruvilla,Chennai,Scooter,4,2023,Afternoon
D02423,Hema Samra,Chennai,Scooter,2,2020,Morning
D02424,Warda Kalla,Bangalore,Scooter,3,2025,Evening
D02425,Oviya Nath,Coimbatore,Scooter,2,2020,Morning
D02426,Finn Borra,Bangalore,Scooter,3,2020,Morning
D02427,Nachiket Khosla,Chennai,Scooter,2,2023,Morning
D02428,Tanvi Palan,Chennai,Scooter,7,2024,Evening
D02429,Janaki Krishna,Hyderabad,Scooter,3,2025,Morning
D02430,Ekbal Salvi,Chennai,Bike,1,2022,Afternoon
D02431,Vyanjana Sathe,Hyderabad,Scooter,1,2020,Night
D02432,Peter Deshmukh,Hyderabad,Scooter,7,2021,Evening
D02433,Charita Ranganathan,Chennai,Scooter,4,2024,Morning
D02434,Manan Shetty,Hyderabad,Bike,8,2024,Night
D02435,Vrishti Sahota,Vijayawada,Bike,3,2021,Morning
D02436,Nitara Sekhon,Bangalore,Bike,7,2023,Night
D02437,Yashasvi Venkataraman,Coimbatore,Scooter,7,2023,Morning
D02438,Tejas Das,Coimbatore,Scooter,3,2025,Afternoon
D02439,Dalaja Balay,Chennai,Bike,1,2021,Night
D02440,Tanveer Bumb,Vijayawada,Scooter,0,2023,Evening
D02441,Omya Mohan,Chennai,Scooter,0,2024,Morning
D02442,Timothy Tandon,Bangalore,Scooter,3,2024,Afternoon
D02443,Ayushman Dua,Vijayawada,Scooter,0,2022,Night
D02444,Rajata Bahri,Bangalore,Scooter,8,2021,Night
D02445,Timothy Jani,Bangalore,Scooter,1,2023,Evening
D02446,Irya Lanka,Chennai,Bike,2,2026,Morning
D02447,Wriddhish Sani,Bangalore,Scooter,5,2023,Evening
D02448,Darsh Raja,Bangalore,Scooter,1,2020,Afternoon
D02449,Amol Chaudhari,Hyderabad,Scooter,5,2022,Evening
D02450,Charan Sarna,Hyderabad,Bike,8,2022,Morning
D02451,Pahal Virk,Hyderabad,Bike,8,2025,Evening
D02452,Samarth Cheema,Hyderabad,Bike,5,2023,Evening
D02453,Lakshit Aggarwal,Bangalore,Scooter,0,2025,Night
D02454,Abdul Sinha,Bangalore,Scooter,5,2022,Afternoon
D02455,Neel Raval,Bangalore,Bike,6,2022,Night
D02456,Oeshi Mall,Chennai,Bike,1,2024,Afternoon
D02457,Kevin Kala,Hyderabad,Scooter,1,2020,Afternoon
D02458,Ethan Mann,Chennai,Scooter,5,2023,Night
D02459,Oeshi Badami,Chennai,Bike,6,2023,Night
D02460,Oeshi Shenoy,Chennai,Scooter,7,2020,Night
D02461,Sarthak Chahal,Vijayawada,Scooter,7,2023,Evening
D02462,Garima Dhawan,Bangalore,Scooter,0,2025,Night
D02463,Wridesh Baral,Chennai,Scooter,0,2026,Night
D02464,Warda Natarajan,Bangalore,Scooter,4,2023,Morning
D02465,Ridhi Ramesh,Chennai,Scooter,8,2022,Morning
D02466,Zinal Memon,Hyderabad,Bike,4,2022,Evening
D02467,Wahab Chakraborty,Chennai,Scooter,4,2026,Evening
D02468,Samesh Khurana,Chennai,Scooter,0,2023,Evening
D02469,Fariq Mander,Coimbatore,Bike,0,2022,Night
D02470,Girik Deshpande,Hyderabad,Scooter,4,2021,Afternoon
D02471,Jai Kurian,Hyderabad,Scooter,8,2021,Night
D02472,Aayush Dalal,Chennai,Bike,3,2021,Night
D02473,Abha Barman,Hyderabad,Bike,3,2025,Afternoon
D02474,Chakrika Sagar,Hyderabad,Bike,7,2026,Night
D02475,Logan Sankar,Hyderabad,Bike,6,2026,Afternoon
D02476,Ucchal Patil,Bangalore,Scooter,2,2024,Evening
